model,spec,task,id,er,exact,token_index,region,cat,text,sal,sal_norm,attn,attn_norm
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,225,trace,punct, **,6e-05,0.0002,8.7e-05,0.0028
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,226,trace,other_word,Sum,0.000726,0.0021,0.000341,0.0111
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,227,trace,other_word,mar,0.001361,0.004,4.4e-05,0.0014
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,228,trace,other_word,ize,0.000407,0.0012,3.6e-05,0.0012
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,229,trace,other_word, key,0.001116,0.0033,1.3e-05,0.0004
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,230,trace,other_word, elements,0.000895,0.0026,5.7e-05,0.0018
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,231,trace,punct,**:,0.001742,0.0051,4.3e-05,0.0014
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,232,trace,other_word, The,0.000671,0.002,2e-05,0.0006
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,233,trace,other_word, molecule,0.000824,0.0024,5.1e-05,0.0016
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,234,trace,other_word, contains,2.6e-05,0.0001,4.8e-05,0.0016
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,235,trace,other_word, several,0.001387,0.0041,1.8e-05,0.0006
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,236,trace,other_word, key,0.000443,0.0013,1.4e-05,0.0004
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,237,trace,other_word, elements,7e-05,0.0002,1.6e-05,0.0005
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,238,trace,punct,:,0.001797,0.0053,3.1e-05,0.001
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,239,trace,space," 
",0.003205,0.0095,2.8e-05,0.0009
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,240,trace,space,  ,0.000217,0.0006,6.2e-05,0.002
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,241,trace,punct, -,0.000124,0.0004,2.5e-05,0.0008
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,242,trace,other_word, The,0.000681,0.002,1.5e-05,0.0005
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,243,trace,other_word, parent,0.000913,0.0027,3.8e-05,0.0012
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,244,trace,other_word, compound,0.000855,0.0025,2.3e-05,0.0008
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,245,trace,punct, is,0.001286,0.0038,1.6e-05,0.0005
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,246,trace,other_word, gly,0.000374,0.0011,3.8e-05,0.0012
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,247,trace,other_word,cer,0.000176,0.0005,7.6e-05,0.0025
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,248,trace,punct,ol,7.3e-05,0.0002,2.5e-05,0.0008
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,249,trace,punct,".
",0.003541,0.0104,1.7e-05,0.0006
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,250,trace,space,  ,0.000128,0.0004,0.000317,0.0103
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,251,trace,punct, -,0.000855,0.0025,1.3e-05,0.0004
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,252,trace,other_word, The,3.6e-05,0.0001,1.2e-05,0.0004
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,253,trace,other_word, functional,0.001947,0.0057,2.1e-05,0.0007
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,254,trace,other_word, groups,0.000517,0.0015,2e-05,0.0007
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,255,trace,other_word, include,0.0002,0.0006,2.3e-05,0.0007
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,256,trace,punct, an,0.001201,0.0035,2.9e-05,0.0009
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,257,trace,other_word, alk,0.001196,0.0035,2.5e-05,0.0008
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,258,trace,FG_word,ene,0.00179,0.0053,8e-05,0.0026
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,259,trace,punct, (,0.001038,0.0031,3.2e-05,0.001
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,260,trace,punct,C,6e-05,0.0002,0.000102,0.0033
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,261,trace,punct,,0.002218,0.0065,0.000222,0.0072
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,262,trace,punct,),0.000493,0.0015,3.5e-05,0.0011
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,263,trace,other_word, from,0.001982,0.0059,3.5e-05,0.0011
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,264,trace,other_word, the,0.000812,0.0024,4.2e-05,0.0014
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,265,trace,punct," """,0.000657,0.0019,5.4e-05,0.0018
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,266,trace,other_word,alk,0.000537,0.0016,3.7e-05,0.0012
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,267,trace,punct,-,0.000525,0.0015,2.8e-05,0.0009
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,268,trace,position_digit,1,0.000792,0.0023,2.9e-05,0.0009
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,269,trace,punct,-en,0.001081,0.0032,6e-05,0.0019
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,270,trace,punct,yl,0.000628,0.0019,4.4e-05,0.0014
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,271,trace,punct,"""",0.000141,0.0004,3.7e-05,0.0012
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,272,trace,other_word, part,0.000281,0.0008,2.7e-05,0.0009
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,273,trace,punct,",",0.002534,0.0075,2.6e-05,0.0008
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,274,trace,punct, a,0.000796,0.0023,3.4e-05,0.0011
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,275,trace,other_word, phosph,0.003681,0.0109,0.000128,0.0041
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,276,trace,FG_word,o,0.000106,0.0003,4e-05,0.0013
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,277,trace,FG_word,ester,0.000638,0.0019,0.00036,0.0117
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,278,trace,other_word, group,0.000178,0.0005,3.3e-05,0.0011
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,279,trace,punct, (,0.000397,0.0012,7.1e-05,0.0023
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,280,trace,other_word,since,0.00137,0.004,0.000128,0.0041
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,281,trace,punct, it,0.001049,0.0031,5e-05,0.0016
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,282,trace,punct,'s,0.000178,0.0005,4.6e-05,0.0015
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,283,trace,punct, a,0.000314,0.0009,3.4e-05,0.0011
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,284,trace,space, ,0.000441,0.0013,4e-05,0.0013
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,285,trace,position_digit,1,0.000424,0.0013,7.9e-05,0.0026
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,286,trace,punct,-(,0.000386,0.0011,6.8e-05,0.0022
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,287,trace,other_word,alk,0.000409,0.0012,5e-05,0.0016
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,288,trace,punct,-,0.000906,0.0027,3.9e-05,0.0013
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,289,trace,position_digit,1,0.001016,0.003,1.8e-05,0.0006
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,290,trace,punct,-en,0.000614,0.0018,4.2e-05,0.0014
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,291,trace,punct,yl,0.000415,0.0012,4.2e-05,0.0014
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,292,trace,punct,)-,0.000667,0.002,5e-05,0.0016
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,293,trace,punct,sn,0.001197,0.0035,5.9e-05,0.0019
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,294,trace,punct,-g,0.000434,0.0013,2e-05,0.0006
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,295,trace,punct,ly,3.1e-05,0.0001,8.9e-05,0.0029
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,296,trace,punct,c,7e-05,0.0002,1.8e-05,0.0006
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,297,trace,other_word,ero,0.000497,0.0015,6.4e-05,0.0021
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,298,trace,punct,-,0.000866,0.0026,3e-05,0.001
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,299,trace,position_digit,3,0.000153,0.0005,4.1e-05,0.0013
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,300,trace,punct,-ph,0.000455,0.0013,4e-05,0.0013
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,301,trace,FG_word,osphate,5.5e-05,0.0002,0.000121,0.0039
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,302,trace,punct,"),",0.000435,0.0013,7.2e-05,0.0023
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,303,trace,other_word, and,0.000304,0.0009,3.3e-05,0.0011
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,304,trace,punct, an,0.000379,0.0011,4.4e-05,0.0014
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,305,trace,other_word, alcohol,0.001308,0.0039,0.000265,0.0086
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,306,trace,other_word, group,0.00017,0.0005,1.7e-05,0.0005
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,307,trace,other_word, from,0.00064,0.0019,2.9e-05,0.0009
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,308,trace,other_word, the,9.8e-05,0.0003,2.5e-05,0.0008
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,309,trace,other_word, gly,6.9e-05,0.0002,1.9e-05,0.0006
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,310,trace,other_word,cer,0.00045,0.0013,3.9e-05,0.0013
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,311,trace,punct,ol,0.000371,0.0011,5.4e-05,0.0017
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,312,trace,other_word, backbone,0.000638,0.0019,7.6e-05,0.0025
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,313,trace,punct,".
",0.001684,0.005,3.3e-05,0.0011
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,314,trace,space,  ,0.000661,0.0019,1.8e-05,0.0006
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,315,trace,punct, -,0.002634,0.0078,1.3e-05,0.0004
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,316,trace,other_word, The,0.000296,0.0009,1.4e-05,0.0005
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,317,trace,other_word, substit,0.001671,0.0049,2.9e-05,0.001
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,318,trace,punct,u,0.00084,0.0025,8.4e-05,0.0027
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,319,trace,other_word,ents,0.00071,0.0021,1.4e-05,0.0004
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,320,trace,other_word, are,0.000514,0.0015,1.6e-05,0.0005
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,321,trace,punct, an,0.003862,0.0114,1.7e-05,0.0005
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,322,trace,other_word, oct,0.004619,0.0136,3.9e-05,0.0013
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,323,trace,punct,ad,0.001628,0.0048,6.9e-05,0.0022
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,324,trace,punct,ec,0.015473,0.0457,8.4e-05,0.0027
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,325,trace,punct,en,0.001967,0.0058,0.000118,0.0038
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,326,trace,punct,yl,0.000623,0.0018,8.1e-05,0.0026
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,327,trace,other_word, group,0.001417,0.0042,3e-05,0.001
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,328,trace,punct, (,0.001423,0.0042,1.4e-05,0.0005
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,329,trace,punct,a,0.002536,0.0075,3.7e-05,0.0012
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,330,trace,other_word, long,0.001029,0.003,5e-05,0.0016
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,331,trace,other_word,-chain,0.000687,0.002,3.9e-05,0.0013
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,332,trace,other_word, alk,0.000865,0.0026,4.1e-05,0.0013
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,333,trace,FG_word,ene,7.4e-05,0.0002,0.000134,0.0044
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,334,trace,punct,),0.000959,0.0028,2e-05,0.0007
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,335,trace,other_word, attached,0.001169,0.0034,3.8e-05,0.0012
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,336,trace,punct, at,0.00065,0.0019,2.7e-05,0.0009
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,337,trace,other_word, the,0.000381,0.0011,2.3e-05,0.0008
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,338,trace,space, ,0.000142,0.0004,3.1e-05,0.001
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,339,trace,position_digit,1,0.001,0.003,0.000124,0.004
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,340,trace,other_word,-position,0.000653,0.0019,8.5e-05,0.0028
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,341,trace,punct, of,0.000441,0.0013,4.1e-05,0.0013
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,342,trace,other_word, gly,3.6e-05,0.0001,3.1e-05,0.001
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,343,trace,other_word,cer,0.000327,0.001,0.000387,0.0125
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,344,trace,punct,ol,0.000279,0.0008,4.5e-05,0.0015
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,345,trace,other_word, and,5.6e-05,0.0002,4.9e-05,0.0016
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,346,trace,punct, a,0.000268,0.0008,3.9e-05,0.0013
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,347,trace,other_word, phosphate,0.000919,0.0027,0.000143,0.0046
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,348,trace,other_word, group,9e-06,0.0,5.1e-05,0.0016
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,349,trace,punct, at,4e-05,0.0001,4.3e-05,0.0014
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,350,trace,other_word, the,0.000624,0.0018,3.4e-05,0.0011
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,351,trace,space, ,0.00022,0.0006,4.2e-05,0.0014
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,352,trace,position_digit,3,0.001069,0.0032,0.000194,0.0063
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,353,trace,other_word,-position,0.000334,0.001,3.4e-05,0.0011
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,354,trace,punct,".
",0.001396,0.0041,2.3e-05,0.0007
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,355,trace,space,  ,0.000414,0.0012,1.7e-05,0.0006
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,356,trace,punct, -,0.000339,0.001,1e-05,0.0003
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,357,trace,other_word, The,0.00104,0.0031,1.2e-05,0.0004
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,358,trace,other_word, oct,0.000124,0.0004,2.2e-05,0.0007
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,359,trace,punct,ad,0.001055,0.0031,8.1e-05,0.0026
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,360,trace,punct,ec,0.004077,0.012,3.8e-05,0.0012
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,361,trace,punct,en,0.000993,0.0029,5.1e-05,0.0017
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,362,trace,punct,yl,0.000695,0.0021,3.1e-05,0.001
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,363,trace,other_word, group,0.000892,0.0026,1.1e-05,0.0003
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,364,trace,punct, is,0.000921,0.0027,1.6e-05,0.0005
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,365,trace,other_word, specified,0.002634,0.0078,3.6e-05,0.0012
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,366,trace,punct, as,0.001019,0.003,3.5e-05,0.0011
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,367,trace,space, ,0.001255,0.0037,4e-05,0.0013
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,368,trace,position_digit,1,1e-06,0.0,0.000154,0.005
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,369,trace,punct,Z,0.00038,0.0011,0.000425,0.0138
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,370,trace,punct,-o,0.000737,0.0022,4.9e-05,0.0016
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,371,trace,punct,ct,0.004189,0.0124,5.9e-05,0.0019
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,372,trace,punct,ad,0.007777,0.023,5.5e-05,0.0018
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,373,trace,punct,ec,0.000893,0.0026,4.1e-05,0.0013
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,374,trace,punct,en,0.002851,0.0084,0.000136,0.0044
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,375,trace,punct,yl,0.00025,0.0007,7.7e-05,0.0025
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,376,trace,punct,",",0.000894,0.0026,2e-05,0.0007
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,377,trace,other_word, indicating,0.000516,0.0015,1e-05,0.0003
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,378,trace,other_word, the,0.000459,0.0014,2.7e-05,0.0009
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,379,trace,other_word, configuration,0.001222,0.0036,6.3e-05,0.002
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,380,trace,punct, of,0.000416,0.0012,1.3e-05,0.0004
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,381,trace,other_word, the,0.000111,0.0003,5.9e-05,0.0019
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,382,trace,other_word, double,0.004111,0.0121,0.000199,0.0065
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,383,trace,FG_word, bond,0.000198,0.0006,5.5e-05,0.0018
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,384,trace,punct,".

",0.002525,0.0075,0.000142,0.0046
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,385,trace,position_digit,3,0.001536,0.0045,1.4e-05,0.0005
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,386,trace,punct,.,0.000879,0.0026,0.000326,0.0106
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,387,trace,punct, **,0.00042,0.0012,1.8e-05,0.0006
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,388,trace,other_word,Address,9.7e-05,0.0003,1.5e-05,0.0005
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,389,trace,other_word, stereo,0.000982,0.0029,0.000106,0.0034
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,390,trace,other_word,chemistry,0.002834,0.0084,3.5e-05,0.0011
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,391,trace,punct,**:,0.000718,0.0021,1.7e-05,0.0006
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,392,trace,other_word, The,0.00251,0.0074,1.5e-05,0.0005
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,393,trace,punct," """,0.000684,0.002,3.1e-05,0.001
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,394,trace,punct,sn,0.000624,0.0018,4.1e-05,0.0013
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,395,trace,punct,"""",0.001026,0.003,1.7e-05,0.0005
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,396,trace,other_word, notation,0.000361,0.0011,9e-06,0.0003
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,397,trace,other_word, for,0.000242,0.0007,2.7e-05,0.0009
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,398,trace,other_word, gly,0.00016,0.0005,4.3e-05,0.0014
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,399,trace,other_word,cer,0.001333,0.0039,8e-05,0.0026
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,400,trace,punct,ol,0.000801,0.0024,6.8e-05,0.0022
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,401,trace,other_word, implies,0.00068,0.002,1.1e-05,0.0003
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,402,trace,punct, a,0.000353,0.001,1.2e-05,0.0004
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,403,trace,other_word, specific,0.001758,0.0052,7e-06,0.0002
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,404,trace,other_word, stereo,2.4e-05,0.0001,2.1e-05,0.0007
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,405,trace,other_word,chemistry,0.001037,0.0031,5e-06,0.0002
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,406,trace,punct,",",0.001436,0.0042,1.1e-05,0.0003
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,407,trace,other_word, which,0.001547,0.0046,6e-06,0.0002
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,408,trace,punct, is,0.000606,0.0018,9e-06,0.0003
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,409,trace,other_word, crucial,0.002983,0.0088,1.2e-05,0.0004
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,410,trace,other_word, for,0.002697,0.008,1.1e-05,0.0004
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,411,trace,other_word, phosph,0.010083,0.0298,0.000441,0.0143
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,412,trace,punct,ol,0.005185,0.0153,0.000317,0.0103
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,413,trace,punct,ip,0.015363,0.0453,0.001076,0.0348
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,414,trace,punct,id,0.000802,0.0024,8.2e-05,0.0027
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,415,trace,other_word, structures,0.000331,0.001,4.7e-05,0.0015
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,416,trace,punct,.,0.000861,0.0025,1.8e-05,0.0006
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,417,trace,other_word, The,7.8e-05,0.0002,1.4e-05,0.0005
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,418,trace,other_word, stereo,0.000716,0.0021,1.3e-05,0.0004
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,419,trace,other_word,chemistry,0.000347,0.001,8e-06,0.0003
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,420,trace,punct, at,0.000213,0.0006,1.1e-05,0.0003
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,421,trace,other_word, the,0.000164,0.0005,1.5e-05,0.0005
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,422,trace,space, ,0.001305,0.0039,3.5e-05,0.0011
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,423,trace,position_digit,2,0.000397,0.0012,6.5e-05,0.0021
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,424,trace,other_word,-position,0.000719,0.0021,2.4e-05,0.0008
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,425,trace,punct, of,0.000482,0.0014,2.1e-05,0.0007
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,426,trace,other_word, the,0.000422,0.0012,2.7e-05,0.0009
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,427,trace,other_word, gly,0.000534,0.0016,2.4e-05,0.0008
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,428,trace,other_word,cer,0.00057,0.0017,0.00016,0.0052
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,429,trace,punct,ol,0.000217,0.0006,3.8e-05,0.0012
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,430,trace,other_word, backbone,0.00023,0.0007,4.9e-05,0.0016
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,431,trace,punct, is,9e-05,0.0003,3.1e-05,0.001
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,432,trace,other_word, specified,9.4e-05,0.0003,3e-05,0.001
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,433,trace,punct, as,0.00099,0.0029,3.4e-05,0.0011
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,434,trace,punct," ""[",0.002566,0.0076,0.000224,0.0073
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,435,trace,punct,C,0.002192,0.0065,0.000507,0.0164
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,436,trace,punct,@,0.000757,0.0022,0.000303,0.0098
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,437,trace,punct,H,0.000862,0.0025,0.001122,0.0363
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,438,trace,punct,"]"",",0.003336,0.0098,0.000168,0.0054
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,439,trace,other_word, indicating,0.000407,0.0012,2e-05,0.0007
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,440,trace,other_word, that,0.000722,0.0021,1e-05,0.0003
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,441,trace,other_word, the,0.000155,0.0005,9e-06,0.0003
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,442,trace,other_word, hydro,0.00012,0.0004,1.9e-05,0.0006
Chem-R,cap2mol/er0,cap2mol,52929771,0.0,True,443,trace,FG_word,x,0.00087,0.0026,0.000106,0.0034
